ncs_code;nom;noirceur%;saturation%;teinte;temperature;luminosite;clarte;is_neutre
S0550-G50Y;Olive;5;50;G50Y;chaud;lumineux;clair;0
S0550-G60Y;Jaune vert;5;50;G60Y;chaud;lumineux;clair;0
S0550-G70Y;Jaune vert;5;50;G70Y;chaud;lumineux;clair;0
S0550-G80Y;Jaune;5;50;G80Y;chaud;lumineux;clair;0
S0550-G90Y;Jaune;5;50;G90Y;chaud;lumineux;clair;0
S0550-R;Rose foncé;5;50;R;chaud;lumineux;clair;0
S0550-R10B;Rose;5;50;R10B;chaud;lumineux;clair;0
S0550-Y;Jaune;5;50;Y;chaud;lumineux;clair;0
S0550-Y10R;Jaune;5;50;Y10R;chaud;lumineux;clair;0
S0550-Y20R;Jaune beige;5;50;Y20R;chaud;lumineux;clair;0
S0550-Y30R;Jaune beige;5;50;Y30R;chaud;lumineux;clair;0
S0550-Y40R;Orange beige;5;50;Y40R;chaud;lumineux;clair;0
S0550-Y50R;Orange beige;5;50;Y50R;chaud;lumineux;clair;0
S0550-Y60R;Beige rosé;5;50;Y60R;chaud;lumineux;clair;0
S0550-Y70R;Beige rosé;5;50;Y70R;chaud;lumineux;clair;0
S0550-Y80R;Orange saumon;5;50;Y80R;chaud;lumineux;clair;0
S0550-Y90R;Rose foncé;5;50;Y90R;chaud;lumineux;clair;0
S0560-G50Y;Vert clair;5;60;G50Y;chaud;lumineux;clair;0
S0560-G60Y;Jaune vert;5;60;G60Y;chaud;lumineux;clair;0
S0560-G70Y;Jaune vert;5;60;G70Y;chaud;lumineux;clair;0
S0560-G80Y;Jaune;5;60;G80Y;chaud;lumineux;clair;0
S0560-G90Y;Jaune;5;60;G90Y;chaud;lumineux;clair;0
S0560-R;Rouge saumon;5;60;R;chaud;lumineux;clair;0
S0560-Y;Jaune;5;60;Y;chaud;lumineux;clair;0
S0560-Y10R;Jaune;5;60;Y10R;chaud;lumineux;clair;0
S0560-Y20R;Jaune orangé;5;60;Y20R;chaud;lumineux;clair;0
S0560-Y30R;Beige orangé;5;60;Y30R;chaud;lumineux;clair;0
S0560-Y40R;Beige orangé;5;60;Y40R;chaud;lumineux;clair;0
S0560-Y50R;Beige orangé;5;60;Y50R;chaud;lumineux;clair;0
S0560-Y60R;Beige orangé;5;60;Y60R;chaud;lumineux;clair;0
S0560-Y70R;Beige rosé;5;60;Y70R;chaud;lumineux;clair;0
S0560-Y80R;Rose foncé;5;60;Y80R;chaud;lumineux;clair;0
S0560-Y90R;Rose foncé;5;60;Y90R;chaud;lumineux;clair;0
S0565-G50Y;Vert clair;5;65;G50Y;chaud;lumineux;clair;0
S0565-R;Rouge saumon;5;65;R;chaud;lumineux;clair;0
S0570-G60Y;Vert clair;5;70;G60Y;chaud;lumineux;clair;0
S0570-G70Y;Jaune vert;5;70;G70Y;chaud;lumineux;clair;0
S0570-G80Y;Jaune;5;70;G80Y;chaud;lumineux;clair;0
S0570-G90Y;Jaune soufre;5;70;G90Y;chaud;lumineux;clair;0
S0570-Y;Jaune;5;70;Y;chaud;lumineux;clair;0
S0570-Y10R;Orange jaune;5;70;Y10R;chaud;lumineux;clair;0
S0570-Y20R;Orange jaune;5;70;Y20R;chaud;lumineux;clair;0
S0570-Y30R;Jaune safran- Jaune orangé;5;70;Y30R;chaud;lumineux;clair;0
S0570-Y40R;Orange;5;70;Y40R;chaud;lumineux;clair;0
S0570-Y50R;Orange;5;70;Y50R;chaud;lumineux;clair;0
S0570-Y60R;Orange;5;70;Y60R;chaud;lumineux;clair;0
S0570-Y70R;Rouge orangé;5;70;Y70R;chaud;lumineux;clair;0
S0570-Y80R;Orange rouge;5;70;Y80R;chaud;lumineux;clair;0
S0570-Y90R;Rouge;5;70;Y90R;chaud;lumineux;clair;0
S0575-G60Y;Jaune vert;5;75;G60Y;chaud;lumineux;clair;0
S0575-G70Y;Jaune vert;5;75;G70Y;chaud;lumineux;clair;0
S0575-G90Y;Jaune;5;75;G90Y;chaud;lumineux;clair;0
S0580-Y;Jaune;5;80;Y;chaud;lumineux;clair;0
S0580-Y10R;Jaune;5;80;Y10R;chaud;lumineux;clair;0
S0580-Y20R;Jaune de zinc- orangé;5;80;Y20R;chaud;lumineux;clair;0
S0580-Y30R;Jaune melon- Orange;5;80;Y30R;chaud;lumineux;clair;0
S0580-Y40R;Jaune Dalhia- Jaune orange;5;80;Y40R;chaud;lumineux;clair;0
S0580-Y50R;Orange;5;80;Y50R;chaud;lumineux;clair;0
S0580-Y60R;Orange;5;80;Y60R;chaud;lumineux;clair;0
S0580-Y70R;Rouge orangé;5;80;Y70R;chaud;lumineux;clair;0
S0580-Y80R;Rouge orange;5;80;Y80R;chaud;lumineux;clair;0
S0580-Y90R;Rouge;5;80;Y90R;chaud;lumineux;clair;0
S0585-Y20R;Jaune orangé;5;85;Y20R;chaud;lumineux;clair;0
S0585-Y30R;Jaune orange;5;85;Y30R;chaud;lumineux;clair;0
S0585-Y40R;Jaune orange;5;85;Y40R;chaud;lumineux;clair;0
S0585-Y50R;Orange;5;85;Y50R;chaud;lumineux;clair;0
S0585-Y60R;Orange foncé;5;85;Y60R;chaud;lumineux;clair;0
S0585-Y70R;Orange foncé;5;85;Y70R;chaud;lumineux;clair;0
S0585-Y80R;Rouge;5;85;Y80R;chaud;lumineux;clair;0
S1050-G50Y;Vert;10;50;G50Y;chaud;lumineux;clair;0
S1050-G60Y;Vert clair;10;50;G60Y;chaud;lumineux;clair;0
S1050-G70Y;Vert clair;10;50;G70Y;chaud;lumineux;clair;0
S1050-G80Y;Vert clair;10;50;G80Y;chaud;lumineux;clair;0
S1050-G90Y;Jaune;10;50;G90Y;chaud;lumineux;clair;0
S1050-R;Rose;10;50;R;chaud;lumineux;clair;0
S1050-R10B;Rose;10;50;R10B;chaud;lumineux;clair;0
S1050-R20B;Lilas;10;50;R20B;chaud;lumineux;clair;0
S1050-R30B;Lilas;10;50;R30B;chaud;lumineux;clair;0
S1050-R40B;Violet clair;10;50;R40B;chaud;lumineux;clair;0
S1050-Y;Jaune;10;50;Y;chaud;lumineux;clair;0
S1050-Y10R;Jaune;10;50;Y10R;chaud;lumineux;clair;0
S1050-Y20R;Jaune;10;50;Y20R;chaud;lumineux;clair;0
S1050-Y30R;Orange;10;50;Y30R;chaud;lumineux;clair;0
S1050-Y40R;Jaune pastel- Orange;10;50;Y40R;chaud;lumineux;clair;0
S1050-Y50R;Jaune soleil- Orange;10;50;Y50R;chaud;lumineux;clair;0
S1050-Y60R;Orange;10;50;Y60R;chaud;lumineux;clair;0
S1050-Y70R;Rose clair;10;50;Y70R;chaud;lumineux;clair;0
S1050-Y80R;Rose;10;50;Y80R;chaud;lumineux;clair;0
S1050-Y90R;Rose;10;50;Y90R;chaud;lumineux;clair;0
S1060-G50Y;Vert clair;10;60;G50Y;chaud;lumineux;clair;0
S1060-G60Y;Vert clair;10;60;G60Y;chaud;lumineux;clair;0
S1060-G70Y;Vert clair;10;60;G70Y;chaud;lumineux;clair;0
S1060-G80Y;Vert clair;10;60;G80Y;chaud;lumineux;clair;0
S1060-G90Y;Jaune;10;60;G90Y;chaud;lumineux;clair;0
S1060-R;Rose;10;60;R;chaud;lumineux;clair;0
S1060-R10B;Rose foncé;10;60;R10B;chaud;lumineux;clair;0
S1060-R20B;Violet;10;60;R20B;chaud;lumineux;clair;0
S1060-R30B;Violet;10;60;R30B;chaud;lumineux;clair;0
S1060-Y;Jaune;10;60;Y;chaud;lumineux;clair;0
S1060-Y10R;Jaune;10;60;Y10R;chaud;lumineux;clair;0
S1060-Y20R;Jaune foncé;10;60;Y20R;chaud;lumineux;clair;0
S1060-Y30R;Orange;10;60;Y30R;chaud;lumineux;clair;0
S1060-Y40R;Orange;10;60;Y40R;chaud;lumineux;clair;0
S1060-Y50R;Orange;10;60;Y50R;chaud;lumineux;clair;0
S1060-Y60R;Rouge clair;10;60;Y60R;chaud;lumineux;clair;0
S1060-Y70R;Rouge clair;10;60;Y70R;chaud;lumineux;clair;0
S1060-Y80R;Rose clair;10;60;Y80R;chaud;lumineux;clair;0
S1060-Y90R;Rose;10;60;Y90R;chaud;lumineux;clair;0
S1070-G50Y;Vert Clair;10;70;G50Y;chaud;lumineux;clair;0
S1070-G60Y;Jaune vert;10;70;G60Y;chaud;lumineux;clair;0
S1070-G70Y;Jaune vert;10;70;G70Y;chaud;lumineux;clair;0
S1070-G80Y;P;10;70;G80Y;chaud;lumineux;clair;0
S1070-G90Y;Jaune foncé;10;70;G90Y;chaud;lumineux;clair;0
S1070-R;Rose;10;70;R;chaud;lumineux;clair;0
S1070-R10B;Rose foncé;10;70;R10B;chaud;lumineux;clair;0
S1070-R20B;Violet;10;70;R20B;chaud;lumineux;clair;0
S1070-Y;Jaune;10;70;Y;chaud;lumineux;clair;0
S1070-Y10R;Jaune;10;70;Y10R;chaud;lumineux;clair;0
S1070-Y20R;Jaune;10;70;Y20R;chaud;lumineux;clair;0
S1070-Y30R;Orange;10;70;Y30R;chaud;lumineux;clair;0
S1070-Y40R;Orange;10;70;Y40R;chaud;lumineux;clair;0
S1070-Y50R;Orange;10;70;Y50R;chaud;lumineux;clair;0
S1070-Y60R;Orange profond;10;70;Y60R;chaud;lumineux;clair;0
S1070-Y70R;Rouge clair;10;70;Y70R;chaud;lumineux;clair;0
S1070-Y80R;Rouge clair;10;70;Y80R;chaud;lumineux;clair;0
S1070-Y90R;Rouge clair;10;70;Y90R;chaud;lumineux;clair;0
S1075-G50Y;Vert;10;75;G50Y;chaud;lumineux;clair;0
S1075-G60Y;Jaune vert;10;75;G60Y;chaud;lumineux;clair;0
S1075-G70Y;Jaune vert;10;75;G70Y;chaud;lumineux;clair;0
S1075-G80Y;Jaune citron clair;10;75;G80Y;chaud;lumineux;clair;0
S1075-G90Y;Jaune foncé;10;75;G90Y;chaud;lumineux;clair;0
S1080-R;Rouge;10;80;R;chaud;lumineux;clair;0
S1080-Y;Jaune;10;80;Y;chaud;lumineux;clair;0
S1080-Y10R;Jaune or;10;80;Y10R;chaud;lumineux;clair;0
S1080-Y20R;Orange;10;80;Y20R;chaud;lumineux;clair;0
S1080-Y30R;Orange;10;80;Y30R;chaud;lumineux;clair;0
S1080-Y40R;Jaune maïs- Orange profond;10;80;Y40R;chaud;lumineux;clair;0
S1080-Y50R;Jaune orange- Orange profond;10;80;Y50R;chaud;lumineux;clair;0
S1080-Y60R;Orange;10;80;Y60R;chaud;lumineux;clair;0
S1080-Y70R;Orange profond;10;80;Y70R;chaud;lumineux;clair;0
S1080-Y80R;Orange sang;10;80;Y80R;chaud;lumineux;clair;0
S1080-Y90R;Rouge;10;80;Y90R;chaud;lumineux;clair;0
S1085-Y80R;Rouge orangé;10;85;Y80R;chaud;lumineux;clair;0
S1085-Y90R;Rouge;10;85;Y90R;chaud;lumineux;clair;0
S1575-R10B;Rouge;15;75;R10B;chaud;lumineux;clair;0
S1580-R;Rouge;15;80;R;chaud;lumineux;clair;0
S1580-Y80R;Rouge orange;15;80;Y80R;chaud;lumineux;clair;0
S1580-Y90R;Rouge;15;80;Y90R;chaud;lumineux;clair;0
S2050-G50Y;Vert;20;50;G50Y;chaud;lumineux;clair;0
S2050-G60Y;Vert clair;20;50;G60Y;chaud;lumineux;clair;0
S2050-G70Y;Vert clair;20;50;G70Y;chaud;lumineux;clair;0
S2050-G80Y;Vert clair;20;50;G80Y;chaud;lumineux;clair;0
S2050-G90Y;Vert clair;20;50;G90Y;chaud;lumineux;clair;0
S2050-R;Rose;20;50;R;chaud;lumineux;clair;0
S2050-R10B;Rose;20;50;R10B;chaud;lumineux;clair;0
S2050-R20B;Rose foncé;20;50;R20B;chaud;lumineux;clair;0
S2050-R30B;Rose foncé;20;50;R30B;chaud;lumineux;clair;0
S2050-R40B;Lilas;20;50;R40B;chaud;lumineux;clair;0
S2050-Y;Jaune brun;20;50;Y;chaud;lumineux;clair;0
S2050-Y10R;Jaune foncé;20;50;Y10R;chaud;lumineux;clair;0
S2050-Y20R;Jaune foncé;20;50;Y20R;chaud;lumineux;clair;0
S2050-Y30R;Jaune foncé;20;50;Y30R;chaud;lumineux;clair;0
S2050-Y40R;Brun orange;20;50;Y40R;chaud;lumineux;clair;0
S2050-Y50R;Brun orange;20;50;Y50R;chaud;lumineux;clair;0
S2050-Y60R;Brun orange;20;50;Y60R;chaud;lumineux;clair;0
S2050-Y70R;Brun orange;20;50;Y70R;chaud;lumineux;clair;0
S2050-Y80R;Rouge saumon;20;50;Y80R;chaud;lumineux;clair;0
S2050-Y90R;Rouge;20;50;Y90R;chaud;lumineux;clair;0
S2060-G50Y;Vert clair;20;60;G50Y;chaud;lumineux;clair;0
S2060-G60Y;Vert clair;20;60;G60Y;chaud;lumineux;clair;0
S2060-G70Y;Vert clair;20;60;G70Y;chaud;lumineux;clair;0
S2060-G80Y;Vert clair;20;60;G80Y;chaud;lumineux;clair;0
S2060-G90Y;Jaune vert;20;60;G90Y;chaud;lumineux;clair;0
S2060-R;Rose foncé;20;60;R;chaud;lumineux;clair;0
S2060-R10B;Rose foncé;20;60;R10B;chaud;lumineux;clair;0
S2060-R20B;Rose foncé;20;60;R20B;chaud;lumineux;clair;0
S2060-R30B;Violet;20;60;R30B;chaud;lumineux;clair;0
S2060-R40B;Violet;20;60;R40B;chaud;lumineux;clair;0
S2060-Y;Jaune foncé;20;60;Y;chaud;lumineux;clair;0
S2060-Y10R;Jaune ocre;20;60;Y10R;chaud;lumineux;clair;0
S2060-Y20R;Jaune;20;60;Y20R;chaud;lumineux;clair;0
S2060-Y30R;Orange brun;20;60;Y30R;chaud;lumineux;clair;0
S2060-Y40R;Orange brun;20;60;Y40R;chaud;lumineux;clair;0
S2060-Y50R;Orange brun;20;60;Y50R;chaud;lumineux;clair;0
S2060-Y60R;Orange brun;20;60;Y60R;chaud;lumineux;clair;0
S2060-Y70R;Orange rouge;20;60;Y70R;chaud;lumineux;clair;0
S2060-Y80R;Orange saumon;20;60;Y80R;chaud;lumineux;clair;0
S2060-Y90R;Rose;20;60;Y90R;chaud;lumineux;clair;0
S2065-R20B;Rose foncé;20;65;R20B;chaud;lumineux;clair;0
S2070-G50Y;Vert clair;20;70;G50Y;chaud;lumineux;clair;0
S2070-G60Y;Vert Foncé;20;70;G60Y;chaud;lumineux;clair;0
S2070-G70Y;Vert foncé;20;70;G70Y;chaud;lumineux;clair;0
S2070-G80Y;Jaune citron;20;70;G80Y;chaud;lumineux;clair;0
S2070-G90Y;Jaune foncé;20;70;G90Y;chaud;lumineux;clair;0
S2070-R;Rouge;20;70;R;chaud;lumineux;clair;0
S2070-R10B;Rouge;20;70;R10B;chaud;lumineux;clair;0
S2070-Y;Vert jaune;20;70;Y;chaud;lumineux;clair;0
S2070-Y10R;Ocre orange;20;70;Y10R;chaud;lumineux;clair;0
S2070-Y20R;Jaune d’or- Miel- genêt;20;70;Y20R;chaud;lumineux;clair;0
S2070-Y30R;Brun clair;20;70;Y30R;chaud;lumineux;clair;0
S2070-Y40R;Brun clair;20;70;Y40R;chaud;lumineux;clair;0
S2070-Y50R;Orange profond;20;70;Y50R;chaud;lumineux;clair;0
S2070-Y60R;Orange oxyde;20;70;Y60R;chaud;lumineux;clair;0
S2070-Y70R;Orange rouge;20;70;Y70R;chaud;lumineux;clair;0
S2070-Y80R;Rouge;20;70;Y80R;chaud;lumineux;clair;0
S2070-Y90R;Rouge;20;70;Y90R;chaud;lumineux;clair;0
S2075-Y60R;Orange rouge;20;75;Y60R;chaud;lumineux;clair;0
S2075-Y70R;Orange rouge;20;75;Y70R;chaud;lumineux;clair;0
S2570-R;Rouge;25;70;R;chaud;lumineux;clair;0
S2570-Y30R;Brun clair;25;70;Y30R;chaud;lumineux;clair;0
S2570-Y40R;Brun orangé;25;70;Y40R;chaud;lumineux;clair;0
S2570-Y50R;Brun orangé;25;70;Y50R;chaud;lumineux;clair;0
S2570-Y60R;Brun orangé;25;70;Y60R;chaud;lumineux;clair;0
S2570-Y70R;Rouge brun;25;70;Y70R;chaud;lumineux;clair;0
S2570-Y80R;Rouge;25;70;Y80R;chaud;lumineux;clair;0
S2570-Y90R;Rouge signal;25;70;Y90R;chaud;lumineux;clair;0
S0502-G50Y;Blanc cassé;5;2;G50Y;chaud;mat;clair;0
S0502-R;Blanc cassé;5;2;R;chaud;mat;clair;0
S0502-Y;Blanc cassé;5;2;Y;chaud;mat;clair;0
S0502-Y50R;Blanc cassé;5;2;Y50R;chaud;mat;clair;0
S0505-G50Y;Vert blanc;5;5;G50Y;chaud;mat;clair;0
S0505-G60Y;Jaune pâle;5;5;G60Y;chaud;mat;clair;0
S0505-G70Y;Jaune pâle;5;5;G70Y;chaud;mat;clair;0
S0505-G80Y;Jaune blanc;5;5;G80Y;chaud;mat;clair;0
S0505-G90Y;Jaune pâle;5;5;G90Y;chaud;mat;clair;0
S0505-R;Blanc cassé;5;5;R;chaud;mat;clair;0
S0505-R10B;Blanc cassé;5;5;R10B;chaud;mat;clair;0
S0505-R20B;Violet clair;5;5;R20B;chaud;mat;clair;0
S0505-R30B;Violet clair;5;5;R30B;chaud;mat;clair;0
S0505-R40B;Violet clair;5;5;R40B;chaud;mat;clair;0
S0505-Y;Crème;5;5;Y;chaud;mat;clair;0
S0505-Y10R;Crème;5;5;Y10R;chaud;mat;clair;0
S0505-Y20R;Blanc crème;5;5;Y20R;chaud;mat;clair;0
S0505-Y30R;Beige crème;5;5;Y30R;chaud;mat;clair;0
S0505-Y40R;Beige clair;5;5;Y40R;chaud;mat;clair;0
S0505-Y50R;Jaune beige;5;5;Y50R;chaud;mat;clair;0
S0505-Y60R;Beige clair;5;5;Y60R;chaud;mat;clair;0
S0505-Y70R;Beige clair;5;5;Y70R;chaud;mat;clair;0
S0505-Y80R;Beige rosé;5;5;Y80R;chaud;mat;clair;0
S0505-Y90R;Beige rosé;5;5;Y90R;chaud;mat;clair;0
S0507-G80Y;Jaune vert pâle;5;7;G80Y;chaud;mat;clair;0
S0507-R;Rose pâle;5;7;R;chaud;mat;clair;0
S0507-R20B;Rose pâle;5;7;R20B;chaud;mat;clair;0
S0507-R40B;Lilas pâle;5;7;R40B;chaud;mat;clair;0
S0507-Y;Jaune pâle;5;7;Y;chaud;mat;clair;0
S0507-Y20R;Beige crème;5;7;Y20R;chaud;mat;clair;0
S0507-Y40R;Beige rosé;5;7;Y40R;chaud;mat;clair;0
S0507-Y60R;Rose pâle;5;7;Y60R;chaud;mat;clair;0
S0507-Y80R;Rose pâle;5;7;Y80R;chaud;mat;clair;0
S0510-G50Y;Jaune pâle;5;10;G50Y;chaud;mat;clair;0
S0510-G60Y;Jaune pâle;5;10;G60Y;chaud;mat;clair;0
S0510-G70Y;Jaune pâle;5;10;G70Y;chaud;mat;clair;0
S0510-G80Y;Jaune pâle;5;10;G80Y;chaud;mat;clair;0
S0510-G90Y;Jaune pâle;5;10;G90Y;chaud;mat;clair;0
S0510-R;Rose;5;10;R;chaud;mat;clair;0
S0510-R10B;Rose;5;10;R10B;chaud;mat;clair;0
S0510-R20B;Rose;5;10;R20B;chaud;mat;clair;0
S0510-R30B;Rose;5;10;R30B;chaud;mat;clair;0
S0510-R40B;Gris rosé;5;10;R40B;chaud;mat;clair;0
S0510-Y;Jaune clair;5;10;Y;chaud;mat;clair;0
S0510-Y10R;Jaune clair;5;10;Y10R;chaud;mat;clair;0
S0510-Y20R;Jaune beige;5;10;Y20R;chaud;mat;clair;0
S0510-Y30R;Jaune beige;5;10;Y30R;chaud;mat;clair;0
S0510-Y40R;Jaune rosé;5;10;Y40R;chaud;mat;clair;0
S0510-Y50R;Jaune rose;5;10;Y50R;chaud;mat;clair;0
S0510-Y60R;Beige rosé;5;10;Y60R;chaud;mat;clair;0
S0510-Y70R;Rose clair;5;10;Y70R;chaud;mat;clair;0
S0510-Y80R;Rose clair;5;10;Y80R;chaud;mat;clair;0
S0510-Y90R;Rose clair;5;10;Y90R;chaud;mat;clair;0
S0515-G60Y;Jaune vert clair;5;15;G60Y;chaud;mat;clair;0
S0515-G80Y;Jaune pâle;5;15;G80Y;chaud;mat;clair;0
S0515-G90Y;Jaune clair;5;15;G90Y;chaud;mat;clair;0
S0515-R;Rose pâle;5;15;R;chaud;mat;clair;0
S0515-R10B;Rose pastel;5;15;R10B;chaud;mat;clair;0
S0515-R20B;Rose pâle;5;15;R20B;chaud;mat;clair;0
S0515-R40B;Lilas pâle;5;15;R40B;chaud;mat;clair;0
S0515-Y;Jaune clair;5;15;Y;chaud;mat;clair;0
S0515-Y10R;Jaune beige;5;15;Y10R;chaud;mat;clair;0
S0515-Y20R;Jaune beige;5;15;Y20R;chaud;mat;clair;0
S0515-Y30R;Orange pâle;5;15;Y30R;chaud;mat;clair;0
S0515-Y40R;Saumon;5;15;Y40R;chaud;mat;clair;0
S0515-Y50R;Rose saumon;5;15;Y50R;chaud;mat;clair;0
S0515-Y60R;Saumon;5;15;Y60R;chaud;mat;clair;0
S0515-Y70R;Rose pâle;5;15;Y70R;chaud;mat;clair;0
S0515-Y80R;Rose pastel;5;15;Y80R;chaud;mat;clair;0
S0515-Y90R;Rose clair;5;15;Y90R;chaud;mat;clair;0
S0520-G50Y;Jaune vert;5;20;G50Y;chaud;mat;clair;0
S0520-G60Y;Jaune pâle;5;20;G60Y;chaud;mat;clair;0
S0520-G70Y;Jaune pâle;5;20;G70Y;chaud;mat;clair;0
S0520-G80Y;Jaune pâle;5;20;G80Y;chaud;mat;clair;0
S0520-G90Y;Jaune pâle;5;20;G90Y;chaud;mat;clair;0
S0520-R;Rose;5;20;R;chaud;mat;clair;0
S0520-R10B;Rose;5;20;R10B;chaud;mat;clair;0
S0520-R20B;Rose;5;20;R20B;chaud;mat;clair;0
S0520-R30B;Rose pastel;5;20;R30B;chaud;mat;clair;0
S0520-R40B;Rose;5;20;R40B;chaud;mat;clair;0
S0520-Y;Jaune clair;5;20;Y;chaud;mat;clair;0
S0520-Y10R;Jaune clair;5;20;Y10R;chaud;mat;clair;0
S0520-Y20R;Jaune;5;20;Y20R;chaud;mat;clair;0
S0520-Y30R;Jaune beige;5;20;Y30R;chaud;mat;clair;0
S0520-Y40R;Beige rosé;5;20;Y40R;chaud;mat;clair;0
S0520-Y50R;Beige rosé;5;20;Y50R;chaud;mat;clair;0
S0520-Y60R;Beige rosé;5;20;Y60R;chaud;mat;clair;0
S0520-Y70R;Saumon;5;20;Y70R;chaud;mat;clair;0
S0520-Y80R;Saumon;5;20;Y80R;chaud;mat;clair;0
S0520-Y90R;Saumon;5;20;Y90R;chaud;mat;clair;0
S0530-G50Y;Vert clair;5;30;G50Y;chaud;mat;clair;0
S0530-G60Y;Jaune vert;5;30;G60Y;chaud;mat;clair;0
